info,to_margin,ypp_margin,yds_margin,result
Northern Colorado @ Colorado: 21-41,1,3.1,296,1
California @ Oregon: 24-45,-1,2.23,196,1
Arizona @ Colorado: 45-42,-1,-4.0,-16,0
Washington State @ California: 3-37,-7,0.66,28,1
Washington @ Arizona State: 7-13,0,0.13,55,1
Utah @ USC: 27-28,2,0.09,96,1
Oregon @ Stanford: 7-49,-1,1.79,195,1
Colorado @ Oregon State: 36-33,1,1.02,184,0
UCLA @ Arizona: 30-47,-4,2.5,196,1
USC @ Notre Dame: 14-49,-3,2.19,161,1
Colorado @ Washington State: 0-28,1,2.85,232,1
Arizona State @ Utah: 30-10,3,-0.18,-80,0
Oregon @ UCLA: 14-31,-2,1.43,88,1
Arizona @ California: 45-44,1,-3.45,-38,0
Stanford @ Oregon State: 15-14,2,0.49,42,0
California @ Washington: 7-38,0,2.92,284,1
Washington State @ Oregon: 33-10,1,-1.66,-92,0
Oregon State @ USC: 10-38,0,2.11,193,1
Stanford @ Utah: 23-20,2,-1.75,-2,0
California @ Colorado: 28-44,0,1.34,118,1
UCLA @ Washington: 23-44,1,2.51,210,1
Washington State @ Arizona: 37-58,-1,5.01,-68,1
USC @ Arizona State: 48-17,0,-1.64,-250,0
UCLA @ Utah: 17-48,-1,1.84,257,1
Oregon @ Washington: 3-38,-1,3.69,173,1
Arizona @ USC: 35-49,-2,3.1,262,1
Stanford @ Washington State: 21-24,0,1.37,232,1
Utah @ Oregon: 20-41,0,1.45,32,1
Oregon State @ California: 23-37,1,1.0,176,1
Colorado @ Arizona State: 30-41,-1,0.95,129,1
Washington @ Stanford: 22-30,-1,-0.09,81,1
UCLA @ USC: 23-28,-1,0.01,-84,1
Washington State @ Utah: 33-25,5,0.9,29,0
USC @ Colorado: 38-24,2,-1.39,-36,0
Utah @ Washington: 30-33,-1,1.42,67,1
California @ Stanford: 14-17,0,-0.01,41,1
Arizona @ Oregon: 28-48,-1,4.16,258,1
California @ UCLA: 27-30,0,0.81,4,1
Notre Dame @ Stanford: 20-38,-3,-0.22,-87,1
Washington State @ Washington: 14-41,-4,1.79,76,1
Arizona @ Arizona State: 30-42,1,-0.19,-49,1
Oregon State @ Oregon: 10-69,-3,4.12,366,1
Colorado @ Utah: 13-34,-1,1.4,172,1
Stanford vs USC: 28-31,1,1.76,158,1
Arizona State @ Oregon State: 40-24,2,-1.3,-78,0
Arizona State @ UCLA: 37-44,0,1.39,-11,1
Oregon State @ Arizona: 28-49,0,4.42,242,1
Boise State vs Oregon: 38-28,-1,0.91,196,0
Florida International @ UCF: 17-61,-2,1.65,252,1
Charlotte @ Eastern Michigan: 7-24,-1,1.08,113,1
Navy @ Florida Atlantic: 42-19,0,-1.02,-200,0
Alabama A&M @ UAB: 7-38,0,2.2,234,1
Albany @ Old Dominion: 17-31,2,1.18,10,1
Miami (OH) @ Marshall: 26-31,0,-0.13,-162,1
Lamar @ North Texas: 14-59,-1,4.36,402,1
Eastern Kentucky @ Western Kentucky: 17-31,1,0.2,19,1
Northwestern State @ Louisiana Tech: 24-52,0,1.57,108,1
Alcorn State vs Florida International: 10-17,1,1.81,196,1
UAB @ Ball State: 31-51,-2,-2.13,-127,1
Old Dominion @ UMass: 17-7,0,-0.21,-34,0
Southern @ Southern Mississippi: 0-45,-1,3.58,337,1
North Texas @ SMU: 32-54,-2,-0.09,0,1
Coastal Carolina @ UAB: 23-30,-2,-0.12,-53,1
North Carolina A&T @ Charlotte: 35-31,2,-0.55,16,0
Bethune-Cookman @ Florida Atlantic: 0-45,0,4.75,502,1
Kent State @ Marshall: 0-21,0,0.77,122,1
Southern Mississippi @ Louisiana Monroe: 28-17,0,-1.52,-204,0
Southern @ UT San Antonio: 17-51,1,4.75,353,1
Louisiana Tech @ Western Kentucky: 23-22,-1,-1.37,-61,0
Rice @ Houston: 3-38,-3,2.42,242,1
Georgia State @ Charlotte: 28-0,3,-0.46,-96,0
UAB @ North Texas: 43-46,0,2.02,153,1
Ball State @ Western Kentucky: 21-33,-1,-0.57,-3,1
Florida Atlantic @ Buffalo: 31-34,-1,-0.79,46,1
Bowling Green @ Middle Tennessee: 13-24,3,2.67,249,1
Florida International @ Rice: 13-7,0,-0.8,-23,0
UT San Antonio @ Texas State: 44-14,0,-4.77,-371,0
UTEP @ New Mexico State: 14-41,-3,3.17,235,1
Florida International @ Middle Tennessee: 17-37,-2,2.18,120,1
Louisiana Tech @ UAB: 22-23,0,-0.38,3,1
Marshall @ Charlotte: 14-3,-1,-1.69,-192,0
Florida Atlantic @ Old Dominion: 58-28,2,-0.56,-139,0
Army @ Rice: 49-12,5,-0.31,-81,0
Southern Mississippi @ UT San Antonio: 31-29,-1,-2.81,11,0
Western Kentucky @ UTEP: 15-14,0,0.92,5,0
Old Dominion @ Marshall: 3-35,-2,2.76,174,1
UTEP @ Army: 21-35,1,2.83,171,1
Charlotte @ Florida International: 29-30,1,0.44,-29,1
Middle Tennessee @ Florida Atlantic: 20-38,-3,-0.42,-15,1
South Alabama @ Louisiana Tech: 16-34,-1,1.68,146,1
Marshall @ Cincinnati: 38-21,2,0.22,-17,0
North Texas @ Southern Mississippi: 43-28,-2,-0.36,-125,0
Charlotte @ Western Kentucky: 14-45,0,0.99,318,1
Middle Tennessee @ UAB: 23-25,-1,0.6,40,1
UT San Antonio @ North Texas: 26-29,1,0.69,52,1
UTEP @ Southern Mississippi: 0-24,0,2.94,276,1
Tulane @ Florida International: 10-23,0,1.57,199,1
North Texas @ Florida Atlantic: 31-69,-3,4.44,384,1
Western Kentucky @ Old Dominion: 35-31,2,0.02,32,0
Marshall @ Middle Tennessee: 38-10,2,-1.04,-93,0
Florida International @ Marshall: 41-30,3,0.16,104,0
Louisiana Tech @ Rice: 42-28,4,1.02,17,0
Florida Atlantic @ Western Kentucky: 42-28,3,-0.55,9,0
Old Dominion @ North Texas: 38-45,-1,1.38,74,1
UAB @ Southern Mississippi: 30-12,1,0.08,-70,0
UT San Antonio @ UTEP: 31-14,0,-1.04,-150,0
Marshall @ Florida Atlantic: 25-30,-4,0.84,-28,1
Rice @ UAB: 21-52,-3,-0.15,-24,1
Charlotte @ Old Dominion: 0-6,-1,-0.59,95,1
UAB @ Charlotte: 24-25,0,-0.67,32,1
Southern Mississippi @ Louisiana Tech: 34-27,-1,0.72,-136,0
Rice @ UT San Antonio: 7-20,-2,1.77,148,1
UT San Antonio @ Florida International: 7-14,1,0.97,60,1
North Texas @ Louisiana Tech: 24-23,-1,-0.76,-100,0
UTEP @ Middle Tennessee: 3-30,1,3.57,263,1
Middle Tennessee @ Charlotte: 35-21,1,-0.61,-101,0
Florida Atlantic @ Louisiana Tech: 48-23,-1,-2.97,97,0
Rice @ UTEP: 31-14,0,-2.5,-208,0
Southern Mississippi @ Rice: 43-34,0,-1.85,-136,0
UAB @ UT San Antonio: 24-19,1,0.08,34,0
Old Dominion @ Florida International: 37-30,2,-1.59,48,0
Western Kentucky @ Marshall: 23-30,-1,-1.7,-34,1
Middle Tennessee @ Western Kentucky: 38-41,1,0.73,107,1
Rice @ Old Dominion: 21-24,-2,-0.04,29,1
Charlotte @ Southern Mississippi: 21-66,-2,4.69,346,1
Louisiana Tech @ UTEP: 42-21,1,-0.37,-136,0
Army @ North Texas: 49-52,0,-0.93,-72,1
Marshall @ UT San Antonio: 7-9,-1,-0.43,126,1
Florida International @ Florida Atlantic: 24-52,1,3.32,269,1
Western Kentucky @ Florida International: 17-41,-3,0.91,-28,1
North Texas @ Rice: 30-14,0,-0.69,-101,0
UTEP @ UAB: 7-28,-2,0.61,126,1
Florida Atlantic @ Charlotte: 31-12,-2,-1.72,-308,0
Southern Mississippi @ Marshall: 28-27,2,0.82,11,0
Old Dominion @ Middle Tennessee: 10-41,2,2.24,281,1
UT San Antonio @ Louisiana Tech: 6-20,0,1.77,93,1
North Texas @ Florida Atlantic: 17-41,-1,3.33,196,1
UMass @ Florida International: 45-63,-1,1.6,126,1
UTEP @ North Texas: 10-45,0,2.77,241,1
UAB vs Ohio: 6-41,0,-3.46,-106,1
Akron @ Florida Atlantic: 3-50,0,4.25,436,1
Middle Tennessee vs Arkansas State: 35-30,0,0.74,-110,0
Troy vs North Texas: 50-30,3,-2.57,-140,0
Marshall vs Colorado State: 31-28,-2,-3.01,-111,0
Temple vs Florida International: 28-3,-2,2.35,148,0
Louisiana Tech vs SMU: 51-10,6,-1.57,-63,0
Western Kentucky vs Georgia State: 17-27,2,-0.18,-70,1
Elon @ Toledo: 13-47,1,4.13,378,1
Rhode Island @ Central Michigan: 27-30,-2,-0.72,107,1
Hampton @ Ohio: 0-59,-1,3.9,312,1
Buffalo @ Army: 17-21,-2,-3.42,27,1
Austin Peay @ Miami (OH): 10-31,0,-1.03,13,1
Eastern Illinois @ Northern Illinois: 10-38,0,3.66,312,1
Howard @ Kent State: 31-38,0,-0.3,-33,1
South Dakota @ Bowling Green: 35-27,3,-0.36,-48,0
Arkansas-Pine Bluff @ Akron: 3-52,-2,3.78,296,1
Toledo @ Nevada: 37-24,2,1.43,-40,0
Tennessee Tech @ Ball State: 13-28,1,2.06,111,1
Colgate @ Buffalo: 10-33,0,2.91,263,1
Idaho @ Western Michigan: 28-37,-2,-1.9,-52,1
Tulsa @ Toledo: 51-54,1,4.06,131,1
Cincinnati @ Miami (OH): 21-17,-1,-0.01,-70,0
Ohio @ Eastern Michigan: 27-20,-1,-0.17,-18,0
Miami (OH) @ Central Michigan: 31-14,2,-2.2,-49,0
Akron @ Troy: 17-22,-2,2.05,126,1
Wagner @ Western Michigan: 14-49,1,6.15,414,1
Northern Illinois @ San Diego State: 28-34,-4,-0.33,-154,1
Miami (OH) @ Notre Dame: 17-52,-2,2.73,126,1
Ohio @ UMass: 58-50,2,-1.69,71,0
Buffalo @ Kent State: 27-13,0,0.17,67,0
Akron @ Bowling Green: 34-23,1,-0.85,15,0
Ball State @ Western Michigan: 3-55,-2,3.21,176,1
Eastern Michigan @ Toledo: 15-20,-2,0.34,93,1
Central Michigan @ Ohio: 26-23,3,0.2,33,0
Bowling Green @ Miami (OH): 37-29,1,-0.5,107,0
Ball State @ Akron: 3-31,-3,2.0,7,1
Eastern Michigan @ Army: 27-28,-1,-0.61,49,1
Miami (OH) @ Kent State: 14-17,-2,0.06,-7,1
Northern Illinois @ Buffalo: 14-13,-1,1.21,-58,0
Ohio @ Bowling Green: 48-30,2,-2.09,-19,0
Toledo @ Central Michigan: 30-10,2,-1.26,-155,0
Akron @ Western Michigan: 14-13,0,1.29,211,0
Akron @ Toledo: 21-48,-1,3.61,293,1
Kent State @ Northern Illinois: 3-24,-1,1.51,135,1
Western Michigan @ Buffalo: 71-68,0,0.75,38,0
Buffalo @ Miami (OH): 14-24,-2,1.43,78,1
Central Michigan @ Ball State: 56-9,0,-3.92,-247,0
Eastern Michigan @ Northern Illinois: 27-30,1,-0.01,-11,1
Toledo @ Ball State: 58-17,-1,-7.85,-293,0
Buffalo @ Akron: 20-21,0,1.39,-87,1
Bowling Green @ Kent State: 44-16,4,-1.93,-117,0
Miami (OH) @ Ohio: 28-45,-2,0.37,-5,1
Central Michigan @ Western Michigan: 35-28,2,-1.21,-50,0
Ball State @ Eastern Michigan: 14-56,-1,2.61,162,1
Northern Illinois @ Toledo: 17-27,-1,2.3,97,1
Kent State @ Ohio: 3-48,-1,4.45,308,1
Northern Illinois @ Bowling Green: 48-17,4,-1.01,-210,0
Western Michigan @ Eastern Michigan: 20-17,1,-0.49,39,0
Central Michigan @ Kent State: 42-23,0,-2.07,44,0
Ohio @ Akron: 34-37,-3,0.34,48,1
Eastern Michigan @ Miami (OH): 27-24,0,-0.89,-62,0
Western Michigan @ Northern Illinois: 31-35,2,0.68,-9,1
Toledo @ Bowling Green: 66-37,1,-2.62,-246,0
Buffalo @ Ball State: 40-24,0,-3.33,-228,0
Bowling Green @ Eastern Michigan: 31-34,-1,-2.28,-75,1
Akron @ Miami (OH): 14-24,2,2.35,147,1
Bowling Green @ Buffalo: 28-38,-1,2.16,188,1
Kent State @ Western Michigan: 20-48,-3,1.03,108,1
Toledo @ Ohio: 10-38,1,2.04,216,1
Kent State @ Akron: 14-24,-2,-0.61,-55,1
Miami (OH) @ Ball State: 28-7,3,-0.28,118,0
Western Michigan @ Toledo: 10-37,-1,2.21,180,1
Northern Illinois @ Central Michigan: 24-31,-1,1.87,121,1
Ohio @ Buffalo: 24-31,-2,0.44,-74,1
Akron vs Toledo: 28-45,3,2.1,165,1
Eastern Michigan @ Central Michigan: 30-42,-4,1.16,4,1
Ball State @ Northern Illinois: 17-63,0,2.92,188,1
Appalachian State vs Toledo: 34-0,-4,3.62,312,0
Central Michigan vs Wyoming: 14-37,-8,-0.69,-89,1
South Florida @ San José State: 42-22,3,-1.08,-161,0
Hawai'i @ UMass: 38-35,1,-1.38,-90,0
Western Carolina @ Hawai'i: 18-41,1,-0.79,29,1
VMI @ Air Force: 0-62,-1,6.16,568,1
Troy @ Boise State: 13-24,-1,1.28,142,1
Cal Poly @ San José State: 13-34,-1,2.9,249,1
Abilene Christian @ New Mexico: 14-38,-1,4.58,199,1
UC Davis @ San Diego State: 17-38,-1,0.66,198,1
Howard @ UNLV: 43-40,2,3.26,115,0
Incarnate Word @ Fresno State: 0-66,-2,5.81,488,1
Abilene Christian @ Colorado State: 10-38,0,3.07,272,1
Gardner-Webb @ Wyoming: 0-27,-1,3.24,198,1
UNLV @ Idaho: 44-16,0,-2.85,-166,0
New Mexico State @ New Mexico: 30-28,2,-0.29,-70,0
New Mexico @ Boise State: 14-28,-2,1.04,-13,1
Idaho State @ Nevada: 30-28,3,-0.49,40,0
San Diego State @ Air Force: 28-24,0,-2.61,-114,0
New Mexico @ Tulsa: 16-13,-2,-1.18,-160,0
Utah State @ San José State: 61-10,2,-3.26,-427,0
Hawai'i @ Wyoming: 21-28,-2,-0.17,-181,1
BYU @ Utah State: 24-40,-6,-1.39,-108,1
Texas State @ Wyoming: 10-45,-1,1.97,71,1
Air Force @ New Mexico: 38-56,-2,5.29,113,1
Nevada @ Fresno State: 21-41,0,2.74,190,1
San José State @ UNLV: 13-41,-3,2.42,86,1
Colorado State @ Hawai'i: 51-21,1,-2.81,-98,0
Boise State @ BYU: 24-7,1,-0.51,-62,0
San Diego State @ UNLV: 41-10,-1,-1.97,-191,0
Air Force @ Navy: 45-48,-2,-0.55,-64,1
Colorado State @ Utah State: 27-14,0,-2.77,-297,0
Fresno State @ San José State: 27-10,4,-1.04,-143,0
Hawai'i @ Nevada: 21-35,-1,0.17,89,1
Boise State @ San Diego State: 31-14,1,-0.56,12,0
UNLV @ Air Force: 30-34,2,-0.73,62,1
Wyoming @ Utah State: 28-23,4,0.05,70,0
New Mexico @ Fresno State: 0-38,-1,4.11,204,1
Idaho State @ Utah State: 13-51,0,2.97,293,1
Utah State @ UNLV: 52-28,1,-2.19,-128,0
Wyoming @ Boise State: 14-24,-2,1.15,101,1
Fresno State @ San Diego State: 27-3,1,-2.83,-120,0
Air Force @ Colorado State: 45-28,2,1.94,-42,0
San José State @ BYU: 20-41,-3,3.54,260,1
New Mexico @ Wyoming: 3-42,-7,2.32,125,1
UNLV @ Fresno State: 26-16,1,0.29,-36,0
Boise State @ Utah State: 41-14,0,-2.17,-254,0
San Diego State @ Hawai'i: 28-7,-1,-3.03,-222,0
Army @ Air Force: 21-0,0,-2.73,-208,0
Nevada @ Colorado State: 42-44,1,0.84,44,1
San José State @ Hawai'i: 26-37,-1,-1.11,-53,1
Air Force @ Nevada: 45-42,-2,1.68,-167,0
Colorado State @ New Mexico: 27-24,1,0.67,39,0
Utah State @ New Mexico: 24-10,2,-0.76,97,0
Hawai'i @ UNLV: 23-31,1,0.31,12,1
Nevada @ Boise State: 14-41,-3,2.37,177,1
Colorado State @ Wyoming: 13-16,1,0.44,-51,1
San Diego State @ San José State: 52-7,2,-3.66,-448,0
BYU @ Fresno State: 13-20,-1,0.37,-26,1
BYU @ UNLV: 31-21,2,0.03,22,0
San José State @ Nevada: 14-59,-5,2.2,139,1
Wyoming @ Air Force: 28-14,2,0.61,149,0
Fresno State @ Hawai'i: 31-21,0,-1.57,-129,0
Boise State @ Colorado State: 59-52,0,-1.63,-71,0
Nevada @ San Diego State: 23-42,-1,0.82,46,1
UNLV @ New Mexico: 38-35,1,0.51,-52,0
New Mexico @ San Diego State: 10-35,0,4.09,214,1
Air Force @ Boise State: 19-44,-3,3.16,132,1
Fresno State @ Wyoming: 13-7,1,0.15,-25,0
Hawai'i @ Utah State: 0-38,0,4.17,157,1
Boise State @ Fresno State: 17-28,0,0.55,30,1
San José State @ Colorado State: 14-42,0,2.73,267,1
UNLV @ Nevada: 16-23,1,2.09,87,1
Wyoming @ San José State: 17-20,0,0.04,-37,1
BYU @ Hawai'i: 30-20,-1,-0.39,-165,0
Utah State @ Air Force: 35-38,0,-4.15,-81,1
Fresno State @ Boise State: 14-17,-1,0.72,55,1
New Mexico State vs Utah State: 26-20,-1,0.56,76,0
San Diego State vs Army: 35-42,1,4.13,-166,1
Fresno State vs Houston: 33-27,0,-0.7,-132,0
Portland State @ BYU: 6-20,-1,2.83,145,1
Fordham @ Army: 6-64,0,6.39,207,1
Temple @ Notre Dame: 16-49,0,3.61,276,1
UMass @ Coastal Carolina: 28-38,-2,-0.04,-40,1
UMass @ Temple: 21-29,-1,-1.06,-71,1
Army @ Tulane: 17-21,-2,1.83,-15,1
Temple @ Army: 28-31,1,-1.72,-117,1
Georgia Southern @ UMass: 20-55,-2,4.37,379,1
BYU @ East Carolina: 17-33,0,0.51,-8,1
Appalachian State @ UMass: 27-30,1,0.71,32,1
Navy @ Notre Dame: 17-24,0,2.7,9,1
Maine vs UMass: 31-44,-2,0.64,75,1
UMass @ BYU: 16-10,4,-0.19,0,0
Army vs Navy: 14-13,0,1.35,55,0
Tennessee State @ Georgia State: 17-10,4,-0.47,-110,0
Sacramento State @ Idaho: 6-28,3,2.55,170,1
Louisiana Monroe @ Memphis: 29-37,-2,1.56,-9,1
Southeastern Louisiana @ Louisiana: 48-51,-2,-0.35,-151,1
Houston Baptist @ Texas State: 11-20,1,0.72,32,1
Savannah State @ Appalachian State: 7-54,2,6.77,507,1
New Hampshire vs Georgia Southern: 22-12,2,-1.04,45,0
Louisiana @ Tulsa: 42-66,-1,-0.7,71,1
Alabama State @ Troy: 7-34,1,5.08,446,1
Idaho @ South Alabama: 29-23,-1,-0.78,-69,0
Louisiana Monroe @ Louisiana: 56-50,0,-1.66,-67,0
Western Illinois @ Coastal Carolina: 52-10,4,-3.65,-203,0
Arkansas State @ SMU: 21-44,-2,0.78,150,1
Arkansas State @ Georgia Southern: 43-25,-1,-0.16,112,0
Arkansas-Pine Bluff @ Arkansas State: 3-48,-5,2.64,213,1
Alabama A&M @ South Alabama: 0-45,-2,4.76,241,1
Appalachian State @ Texas State: 20-13,0,0.38,102,0
Troy @ New Mexico State: 27-24,0,0.06,-94,0
Louisiana Monroe @ Texas State: 45-27,1,-1.52,-203,0
New Mexico State @ Appalachian State: 31-45,-3,1.3,-107,1
Louisiana @ Idaho: 21-16,-1,-0.27,-18,0
Georgia State @ Coastal Carolina: 27-21,-1,1.11,2,0
South Alabama @ Troy: 19-8,3,0.96,75,0
Coastal Carolina @ Louisiana Monroe: 43-51,-3,-0.57,-97,1
Appalachian State @ Idaho: 23-20,0,0.56,36,0
Georgia State @ Louisiana Monroe: 47-37,1,-2.99,-239,0
New Mexico State @ Georgia Southern: 35-27,-2,-1.72,-226,0
Coastal Carolina @ Arkansas State: 17-51,-1,0.03,47,1
Louisiana @ Arkansas State: 3-47,-1,3.37,301,1
Troy @ Georgia State: 34-10,-1,-3.67,-150,0
Coastal Carolina @ Appalachian State: 29-37,-2,0.06,115,1
Louisiana Monroe @ South Alabama: 23-33,-1,0.48,63,1
Texas State @ Louisiana: 7-24,-3,0.94,42,1
Georgia Southern @ Troy: 16-38,-1,3.48,74,1
Louisiana Monroe @ Idaho: 23-31,-2,-1.23,15,1
Texas State @ Coastal Carolina: 27-7,-1,-1.68,-324,0
Arkansas State @ New Mexico State: 37-21,0,-1.66,-161,0
Idaho @ Troy: 21-24,2,0.25,17,1
Appalachian State @ Louisiana Monroe: 45-52,0,0.31,61,1
Georgia State @ Georgia Southern: 21-17,2,-1.73,-32,0
New Mexico State @ Texas State: 45-35,2,-1.26,-59,0
Louisiana @ South Alabama: 19-14,2,-0.5,-6,0
South Alabama @ Georgia State: 13-21,-1,-0.01,-29,1
Georgia Southern @ Appalachian State: 6-27,0,3.49,223,1
Texas State @ Arkansas State: 12-30,-1,1.5,274,1
South Alabama @ Georgia Southern: 0-52,-3,3.18,388,1
Coastal Carolina @ Idaho: 13-7,0,0.4,2,0
New Mexico State @ Louisiana: 34-47,-3,-0.22,103,1
Georgia State @ Texas State: 33-30,-1,-1.67,-140,0
Texas State @ Troy: 9-62,-4,5.17,341,1
Troy @ Coastal Carolina: 42-17,1,-1.55,-123,0
Appalachian State @ Georgia State: 31-10,-1,-1.44,-138,0
Arkansas State @ Louisiana Monroe: 67-50,3,-1.76,-191,0
Idaho @ New Mexico State: 10-17,-1,1.74,188,1
Georgia Southern @ Louisiana: 34-24,3,1.63,-85,0
Georgia Southern @ Coastal Carolina: 17-28,-1,2.01,81,1
Idaho @ Georgia State: 24-10,4,-0.24,55,0
Louisiana @ Appalachian State: 14-63,-3,2.64,239,1
South Alabama @ New Mexico State: 17-22,-2,0.8,138,1
Troy @ Arkansas State: 32-25,2,2.01,313,0
Arkansas State @ South Alabama: 19-24,-5,-0.32,-25,1
Austin Peay @ Cincinnati: 14-26,-2,0.39,-65,1
Holy Cross @ Connecticut: 20-27,1,0.16,-9,1
Stony Brook @ South Florida: 17-31,-1,0.91,110,1
James Madison @ East Carolina: 34-14,2,-4.94,-252,0
Stephen F. Austin @ SMU: 14-58,-2,3.23,246,1
Grambling @ Tulane: 14-43,-1,2.7,256,1
Tulane @ Navy: 21-23,2,0.65,64,1
Villanova @ Temple: 13-16,-1,0.12,-49,1
Temple @ South Florida: 7-43,-4,3.45,323,1
South Florida @ East Carolina: 61-31,1,-3.05,-161,0
Houston @ Temple: 20-13,2,-1.69,-64,0
Navy @ Tulsa: 31-21,-1,-1.06,-167,0
Connecticut @ SMU: 28-49,-1,-0.03,98,1
Memphis @ UCF: 13-40,-3,2.11,207,1
Memphis @ Connecticut: 70-31,3,-0.2,-234,0
Cincinnati @ Navy: 32-42,0,1.93,183,1
Southern Illinois @ Memphis: 31-44,-1,1.87,71,1
East Carolina @ Connecticut: 41-38,1,0.81,0,0
SMU @ Houston: 22-35,0,0.41,-81,1
Cincinnati @ South Florida: 3-33,-2,0.94,129,1
East Carolina @ UCF: 21-63,0,3.3,256,1
Navy @ Memphis: 27-30,-4,1.36,63,1
Connecticut @ Temple: 28-24,0,1.93,229,0
Houston @ Tulsa: 17-45,-2,1.27,12,1
Memphis @ Houston: 42-38,1,-0.76,53,0
UCF @ Cincinnati: 51-23,1,-6.95,-124,0
Tulsa @ Tulane: 28-62,-2,-0.72,241,1
Temple @ East Carolina: 34-10,0,-1.67,-236,0
SMU @ Cincinnati: 31-28,1,0.32,3,0
South Florida @ Tulane: 34-28,0,-0.36,-90,0
UCF @ Navy: 31-21,2,-1.58,-64,0
Tulsa @ Connecticut: 14-20,-1,-0.08,-12,1
Navy @ Temple: 26-34,0,1.68,31,1
Memphis @ Tulsa: 41-14,1,-2.23,-222,0
UCF @ SMU: 31-24,-2,-2.6,-126,0
East Carolina @ Houston: 27-52,-3,4.69,-32,1
South Florida @ Connecticut: 37-20,-1,-3.12,-278,0
Cincinnati @ Tulane: 17-16,0,-1.8,-128,0
Tulane @ Memphis: 26-56,0,4.93,232,1
Tulsa @ SMU: 34-38,-1,3.21,123,1
Houston @ South Florida: 28-24,-1,-0.47,65,0
Austin Peay @ UCF: 33-73,-2,1.71,137,1
Temple @ Tulsa: 43-22,3,-2.1,-82,0
Temple @ Cincinnati: 35-24,-1,-0.25,-24,0
SMU @ Navy: 40-43,0,0.67,133,1
Tulane @ East Carolina: 31-24,-2,-1.62,-57,0
Tulsa @ South Florida: 20-27,2,1.47,64,1
UCF @ Temple: 45-19,5,-0.49,13,0
SMU @ Memphis: 45-66,0,2.35,187,1
Cincinnati @ East Carolina: 20-48,-1,1.79,252,1
Houston @ Tulane: 17-20,-1,-1.75,-28,1
South Florida @ UCF: 42-49,-1,-1.43,-120,1
Navy @ Houston: 14-24,1,2.16,89,1
Memphis @ UCF: 55-62,2,0.73,-27,1
East Carolina @ Memphis: 13-70,-3,7.84,169,1
Connecticut @ Cincinnati: 21-22,0,1.84,-114,1
Tulane @ SMU: 38-41,2,0.69,-7,1
Connecticut @ UCF: 24-49,-1,1.68,106,1
